transaction_id,date,customer_id,segment,sku,product_name,category,supplier,quantity,unit_price,base_price,total_amount,weight_kg,hs_code,country_of_origin,is_real_product
LS005516,2024-11-27,GOV8427,Government Lab,TF3946117,Nunc 96-Well Polystyrene Plates - Educational,consumables,Thermo Fisher Scientific,3,120.78,148.83,362.35,0.492,3926.90.99,USA,True
LS005517,2024-07-28,BIO6805,Biotech Startup,BR1933425,Criterion TGX Precast Gels Starter Pack,lab_equipment,Bio-Rad,5,79.06,85.17,395.32,0.8999999999999999,9027.80.45,USA,True
LS005518,2023-08-14,BIO2942,Biotech Startup,TF4877806,TipOne Filter Tips 1000µL - Standard,consumables,Thermo Fisher Scientific,5,73.33,83.92,366.63,2.535,3926.90.99,USA,True
LS005519,2024-02-28,PHA9292,Pharma Enterprise,EP891125,epTIPS Pipette Tips 0.1-10 µL - Starter Kit,lab_equipment,Eppendorf,100,101.65,102.0,10164.55,5.0,9027.80.45,Germany,True
LS005520,2025-07-04,RES6847,Research Institute,D0632-25G,DTT - BioReagent - 25g,reagents,Sigma-Aldrich,10,2261.8,2793.99,22618.05,0.25,3822.00.10,Germany,True
LS005521,2024-12-17,GOV3277,Government Lab,TF4204816,Sorvall LYNX 4000 Superspeed Centrifuge - Clinical,lab_equipment,Thermo Fisher Scientific,1,35532.52,41600.36,35532.52,93.407,9027.80.45,USA,True
LS005522,2024-05-04,ACA2761,Academic,G8270-25G,Glucose - ACS reagent - 25g,biochemicals,Sigma-Aldrich,1,5174.52,6076.01,5174.52,0.025,3822.00.10,Germany,True
LS005523,2024-02-25,BIO5796,Biotech Startup,TF3115657,Pierce BCA Protein Assay Kit - Clinical,reagents,Thermo Fisher Scientific,10,208.64,249.84,2086.44,4.74,3822.00.10,USA,True
LS005524,2025-08-01,GOV5216,Government Lab,EP396246,epTIPS Pipette Tips 0.1-10 µL - Standard,lab_equipment,Eppendorf,2,67.13,85.0,134.27,0.1,9027.80.45,Germany,True
LS005525,2023-10-07,PHA9152,Pharma Enterprise,BR3019452,ChemiDoc MP Imaging System Bundle,lab_equipment,Bio-Rad,50,37215.96,35813.91,1860798.21,1094.0,9027.80.45,USA,True
LS005526,2024-02-07,RES1284,Research Institute,278475-1G,Isopropanol - ACS reagent - 1g,chemicals,Sigma-Aldrich,5,30.19,35.92,150.95,0.005,2905.11.00,Germany,True
LS005527,2025-05-14,GOV5537,Government Lab,TF6113092,EVOS M5000 Imaging System - Educational,lab_equipment,Thermo Fisher Scientific,3,25488.2,32113.39,76464.61,33.675,9027.80.45,USA,True
LS005528,2025-06-10,BIO8638,Biotech Startup,TF5889880,MaxQ 4000 Benchtop Orbital Shaker - Educational,lab_equipment,Thermo Fisher Scientific,1,2586.43,2798.06,2586.43,22.296,9027.80.45,USA,True
LS005529,2025-02-25,RES6029,Research Institute,BR6120218,PowerPac HC High-Current Power Supply Educational,lab_equipment,Bio-Rad,2,1491.71,1719.35,2983.43,7.18,9027.80.45,USA,True
LS005530,2024-11-20,PHA6091,Pharma Enterprise,TF5136221,Heratherm Advanced Protocol Incubator - Educational,lab_equipment,Thermo Fisher Scientific,25,9393.63,9124.86,234840.87,2335.675,9027.80.45,USA,True
LS005531,2024-06-22,PHA8697,Pharma Enterprise,TF8583113,TipOne Filter Tips 1000µL - Research,consumables,Thermo Fisher Scientific,25,109.43,100.61,2735.86,11.95,3926.90.99,USA,True
LS005532,2024-11-28,PHA2195,Pharma Enterprise,A3311-5G,BSA - Fraction V - 5g,reagents,Sigma-Aldrich,25,441.42,450.2,11035.55,0.125,3822.00.10,Germany,True
LS005533,2024-04-23,GOV4513,Government Lab,EP876926,Research plus Pipette 0.1-2.5 µL - Starter Kit,lab_equipment,Eppendorf,1,294.83,342.0,294.83,0.1,9027.80.45,Germany,True
LS005534,2023-10-08,ACA4183,Academic,271004-1G,Acetonitrile - CHROMASOLV® - 1g,chemicals,Sigma-Aldrich,1,55.48,62.91,55.48,0.001,2905.11.00,Germany,True
LS005535,2023-12-08,GOV4438,Government Lab,271004-100G,Acetonitrile - CHROMASOLV® - 100g,chemicals,Sigma-Aldrich,1,2234.94,2830.75,2234.94,0.1,2905.11.00,Germany,True
LS005536,2024-06-19,CRO7924,CRO,BR2188256,CFX96 Real-Time PCR Detection System,lab_equipment,Bio-Rad,50,27262.76,29846.25,1363137.8,884.5000000000001,9027.80.45,USA,True
LS005537,2023-09-19,PHA1700,Pharma Enterprise,U5378-100G,Urea - BioXtra - 100g,biochemicals,Sigma-Aldrich,50,21651.75,20971.04,1082587.52,5.0,3822.00.10,Germany,True
LS005538,2023-08-28,GOV4768,Government Lab,EP109534,Research plus Pipette 10-100 µL - Starter Kit,lab_equipment,Eppendorf,2,292.87,342.0,585.74,0.2,9027.80.45,Germany,True
LS005539,2023-11-21,BIO2919,Biotech Startup,T6508-100G,Trifluoroacetic acid - ReagentPlus® - 100g,chemicals,Sigma-Aldrich,5,3277.02,3626.69,16385.08,0.5,2905.11.00,Germany,True
LS005540,2025-05-01,CRO5194,CRO,TF2353254,Sorvall LYNX 4000 Superspeed Centrifuge - Research,lab_equipment,Thermo Fisher Scientific,25,48401.74,48957.86,1210043.5,1968.35,9027.80.45,USA,True
LS005541,2024-12-16,RES7503,Research Institute,EP378559,Mastercycler nexus GSX1 96-well - Starter Kit,lab_equipment,Eppendorf,5,13158.23,15000.0,65791.14,110.0,9027.80.45,Germany,True
LS005542,2023-10-01,GOV1883,Government Lab,EP149797,Research plus Pipette 0.1-2.5 µL - Standard,lab_equipment,Eppendorf,1,249.16,285.0,249.16,0.1,9027.80.45,Germany,True
LS005543,2024-10-26,GOV9890,Government Lab,U5378-100G,Urea - BioXtra - 100g,biochemicals,Sigma-Aldrich,1,16737.31,20971.04,16737.31,0.1,3822.00.10,Germany,True
LS005544,2024-03-13,ACA7151,Academic,TF7514832,SuperScript IV Reverse Transcriptase - Research,reagents,Thermo Fisher Scientific,1,418.46,459.77,418.46,0.09,3822.00.10,USA,True
LS005545,2025-02-07,ACA4011,Academic,TF6337313,SuperScript IV Reverse Transcriptase - Clinical,reagents,Thermo Fisher Scientific,1,320.72,367.25,320.72,0.106,3822.00.10,USA,True
LS005546,2023-11-06,PHA9916,Pharma Enterprise,TF8639328,Lipofectamine 3000 Transfection Reagent - Bulk,reagents,Thermo Fisher Scientific,5,455.17,425.86,2275.84,1.02,3822.00.10,USA,True
LS005547,2024-01-15,PHA1305,Pharma Enterprise,TF7312908,MaxQ 4000 Benchtop Orbital Shaker - Research,lab_equipment,Thermo Fisher Scientific,10,4103.42,3970.61,41034.17,252.45999999999998,9027.80.45,USA,True
LS005548,2025-04-17,CRO9739,CRO,U5378-100G,Urea - BioXtra - 100g,biochemicals,Sigma-Aldrich,10,20799.51,20971.04,207995.12,1.0,3822.00.10,Germany,True
LS005549,2024-09-01,RES8715,Research Institute,34860-1G,Methanol - LC-MS - 1g,chemicals,Sigma-Aldrich,5,57.11,65.41,285.53,0.005,2905.11.00,Germany,True
LS005550,2024-03-28,ACA9823,Academic,BR4797136,Criterion TGX Precast Gels with Gradient,lab_equipment,Bio-Rad,1,72.45,85.35,72.45,0.16,9027.80.45,USA,True
LS005551,2023-10-19,RES5167,Research Institute,N8129-5G,NADH - Disodium salt - 5g,biochemicals,Sigma-Aldrich,5,3117.92,3419.89,15589.59,0.025,3822.00.10,Germany,True
LS005552,2024-06-25,ACA2197,Academic,BR2188256,CFX96 Real-Time PCR Detection System,lab_equipment,Bio-Rad,2,24778.07,29846.25,49556.14,35.38,9027.80.45,USA,True
LS005553,2025-06-29,BIO8302,Biotech Startup,U5378-1G,Urea - BioXtra - 1g,biochemicals,Sigma-Aldrich,5,438.2,466.02,2190.98,0.005,3822.00.10,Germany,True
LS005554,2025-05-23,ACA3681,Academic,T6508-1G,Trifluoroacetic acid - ReagentPlus® - 1g,chemicals,Sigma-Aldrich,1,72.7,80.59,72.7,0.001,2905.11.00,Germany,True
LS005555,2024-01-15,CRO8953,CRO,D8418-100G,Dimethyl sulfoxide - BioReagent - 100g,chemicals,Sigma-Aldrich,10,2676.7,2667.32,26767.02,1.0,2905.11.00,Germany,True
LS005556,2025-07-01,PHA5424,Pharma Enterprise,TF5883387,Nunc 96-Well Polystyrene Plates - Research,consumables,Thermo Fisher Scientific,25,154.44,155.59,3860.92,5.2749999999999995,3926.90.99,USA,True
LS005557,2024-03-11,GOV8668,Government Lab,BR4161080,Mini-PROTEAN Tetra Cell with Gradient,lab_equipment,Bio-Rad,3,836.79,997.81,2510.36,5.16,9027.80.45,USA,True
LS005558,2024-08-11,ACA1411,Academic,TF8561404,Sorvall LYNX 4000 Superspeed Centrifuge - Educational,lab_equipment,Thermo Fisher Scientific,2,48216.89,52662.54,96433.78,167.698,9027.80.45,USA,True
LS005559,2023-08-20,PHA8700,Pharma Enterprise,E5134-5G,EDTA - BioXtra - 5g,reagents,Sigma-Aldrich,10,920.89,816.75,9208.87,0.05,3822.00.10,Germany,True
LS005560,2023-12-31,PHA8393,Pharma Enterprise,E7023-1G,Ethanol - 200 proof - 1g,chemicals,Sigma-Aldrich,25,45.0,45.45,1125.02,0.025,2905.11.00,Germany,True
LS005561,2025-02-25,BIO2329,Biotech Startup,TF1537225,Matrix 2D Barcoded Tubes - Standard,consumables,Thermo Fisher Scientific,1,206.57,221.27,206.57,0.271,3926.90.99,USA,True
LS005562,2024-11-20,ACA4138,Academic,E5134-1G,EDTA - BioXtra - 1g,reagents,Sigma-Aldrich,1,162.19,194.46,162.19,0.001,3822.00.10,Germany,True
LS005563,2023-10-30,RES6950,Research Institute,TF8583113,TipOne Filter Tips 1000µL - Research,consumables,Thermo Fisher Scientific,2,93.8,100.61,187.6,0.956,3926.90.99,USA,True
LS005564,2024-10-13,BIO4965,Biotech Startup,TF5433003,TipOne Filter Tips 1000µL - Bulk,consumables,Thermo Fisher Scientific,5,64.71,74.42,323.56,2.105,3926.90.99,USA,True
LS005565,2023-12-20,ACA4788,Academic,TF2318340,Nunc 96-Well Polystyrene Plates - Clinical,consumables,Thermo Fisher Scientific,2,102.75,123.5,205.51,0.398,3926.90.99,USA,True
LS005566,2023-09-03,GOV5953,Government Lab,D0632-1G,DTT - BioReagent - 1g,reagents,Sigma-Aldrich,1,143.23,176.83,143.23,0.001,3822.00.10,Germany,True
LS005567,2025-06-01,ACA5451,Academic,TF8636370,Matrix 2D Barcoded Tubes - Clinical,consumables,Thermo Fisher Scientific,2,201.01,238.73,402.01,0.606,3926.90.99,USA,True
LS005568,2025-04-01,CRO5908,CRO,N8129-1G,NADH - Disodium salt - 1g,biochemicals,Sigma-Aldrich,50,806.72,814.26,40336.23,0.05,3822.00.10,Germany,True
LS005569,2023-10-08,RES1786,Research Institute,TF6621676,Lipofectamine 3000 Transfection Reagent - Research,reagents,Thermo Fisher Scientific,10,371.01,440.89,3710.12,2.5,3822.00.10,USA,True
LS005570,2024-11-26,PHA1051,Pharma Enterprise,TF6337313,SuperScript IV Reverse Transcriptase - Clinical,reagents,Thermo Fisher Scientific,100,375.16,367.25,37516.44,10.6,3822.00.10,USA,True
LS005571,2023-12-05,GOV6682,Government Lab,BR3301921,Mini-PROTEAN Tetra Cell Educational,lab_equipment,Bio-Rad,1,755.1,952.03,755.1,2.38,9027.80.45,USA,True
LS005572,2025-03-03,GOV4164,Government Lab,D0632-100G,DTT - BioReagent - 100g,reagents,Sigma-Aldrich,1,6359.21,7957.57,6359.21,0.1,3822.00.10,Germany,True
LS005573,2024-02-12,CRO5118,CRO,P9416-5G,Tween 20 - BioReagent - 5g,reagents,Sigma-Aldrich,50,583.5,645.87,29174.87,0.25,3822.00.10,Germany,True
LS005574,2023-10-18,GOV1222,Government Lab,278475-1G,Isopropanol - ACS reagent - 1g,chemicals,Sigma-Aldrich,5,29.61,35.92,148.04,0.005,2905.11.00,Germany,True
LS005575,2023-11-17,GOV4582,Government Lab,BR4923505,ChemiDoc MP Imaging System Bundle,lab_equipment,Bio-Rad,5,24858.69,31771.55,124293.43,109.7,9027.80.45,USA,True
LS005576,2024-09-10,RES7176,Research Institute,T6508-5G,Trifluoroacetic acid - ReagentPlus® - 5g,chemicals,Sigma-Aldrich,2,309.18,338.49,618.36,0.01,2905.11.00,Germany,True
LS005577,2025-06-11,GOV5533,Government Lab,TF5247535,Pierce BCA Protein Assay Kit - Standard,reagents,Thermo Fisher Scientific,3,252.61,290.91,757.82,1.509,3822.00.10,USA,True
LS005578,2025-06-17,GOV1259,Government Lab,TF5872554,MaxQ 4000 Benchtop Orbital Shaker - Research,lab_equipment,Thermo Fisher Scientific,3,2295.67,2925.09,6887.02,67.383,9027.80.45,USA,True
LS005579,2024-07-04,PHA6169,Pharma Enterprise,L3771-5G,SDS - BioReagent - 5g,reagents,Sigma-Aldrich,50,717.83,695.4,35891.73,0.25,3822.00.10,Germany,True
LS005580,2024-10-04,GOV7870,Government Lab,A2383-1G,ATP - Disodium salt - 1g,biochemicals,Sigma-Aldrich,2,1059.95,1222.0,2119.9,0.002,3822.00.10,Germany,True
LS005581,2024-05-16,BIO5465,Biotech Startup,34859-5G,Hexane - HPLC - 5g,chemicals,Sigma-Aldrich,1,218.56,242.75,218.56,0.005,2905.11.00,Germany,True
LS005582,2024-03-12,PHA6926,Pharma Enterprise,TF5883387,Nunc 96-Well Polystyrene Plates - Research,consumables,Thermo Fisher Scientific,25,156.56,155.59,3913.95,5.2749999999999995,3926.90.99,USA,True
LS005583,2025-07-19,GOV2042,Government Lab,BR2107563,Gel Doc EZ Imager Bundle,lab_equipment,Bio-Rad,2,12291.56,15452.9,24583.11,17.64,9027.80.45,USA,True
LS005584,2024-11-04,PHA9709,Pharma Enterprise,L3771-100G,SDS - BioReagent - 100g,reagents,Sigma-Aldrich,5,8448.14,7450.72,42240.72,0.5,3822.00.10,Germany,True
LS005585,2024-12-16,GOV9379,Government Lab,TF4204816,Sorvall LYNX 4000 Superspeed Centrifuge - Clinical,lab_equipment,Thermo Fisher Scientific,1,32557.39,41600.36,32557.39,93.407,9027.80.45,USA,True
LS005586,2024-08-18,CRO1151,CRO,E5134-1G,EDTA - BioXtra - 1g,reagents,Sigma-Aldrich,25,185.13,194.46,4628.17,0.025,3822.00.10,Germany,True
LS005587,2025-03-16,RES1939,Research Institute,E7023-5G,Ethanol - 200 proof - 5g,chemicals,Sigma-Aldrich,5,171.91,190.87,859.56,0.025,2905.11.00,Germany,True
LS005588,2025-07-17,CRO8131,CRO,BR2228129,CFX96 Real-Time PCR Detection System with Gradient,lab_equipment,Bio-Rad,100,22381.84,24133.91,2238184.2,1612.0,9027.80.45,USA,True
LS005589,2024-07-25,GOV6741,Government Lab,TF6911319,Heratherm Advanced Protocol Incubator - Clinical,lab_equipment,Thermo Fisher Scientific,1,7635.87,9685.27,7635.87,109.171,9027.80.45,USA,True
LS005590,2023-09-17,RES1264,Research Institute,BR6120218,PowerPac HC High-Current Power Supply Educational,lab_equipment,Bio-Rad,10,1447.24,1719.35,14472.4,35.9,9027.80.45,USA,True
LS005591,2024-11-23,CRO8772,CRO,E5134-1G,EDTA - BioXtra - 1g,reagents,Sigma-Aldrich,50,179.26,194.46,8962.92,0.05,3822.00.10,Germany,True
LS005592,2025-04-21,RES1909,Research Institute,TF6621676,Lipofectamine 3000 Transfection Reagent - Research,reagents,Thermo Fisher Scientific,5,375.08,440.89,1875.41,1.25,3822.00.10,USA,True
LS005593,2023-11-29,PHA1967,Pharma Enterprise,B6916-5G,Bradford reagent - Protein Assay - 5g,reagents,Sigma-Aldrich,25,580.3,562.04,14507.39,0.125,3822.00.10,Germany,True
LS005594,2023-11-19,RES3902,Research Institute,TF9517775,TipOne Filter Tips 1000µL - Standard,consumables,Thermo Fisher Scientific,2,76.32,83.4,152.65,1.26,3926.90.99,USA,True
LS005595,2023-09-18,GOV1047,Government Lab,TF6911319,Heratherm Advanced Protocol Incubator - Clinical,lab_equipment,Thermo Fisher Scientific,1,8419.87,9685.27,8419.87,109.171,9027.80.45,USA,True
LS005596,2024-12-30,PHA1509,Pharma Enterprise,T6508-100G,Trifluoroacetic acid - ReagentPlus® - 100g,chemicals,Sigma-Aldrich,50,3789.09,3626.69,189454.66,5.0,2905.11.00,Germany,True
LS005597,2024-08-09,RES4076,Research Institute,34859-1G,Hexane - HPLC - 1g,chemicals,Sigma-Aldrich,2,50.34,57.8,100.68,0.002,2905.11.00,Germany,True
LS005598,2024-11-09,BIO2444,Biotech Startup,A3311-1G,BSA - Fraction V - 1g,reagents,Sigma-Aldrich,2,100.14,107.19,200.28,0.002,3822.00.10,Germany,True
LS005599,2024-10-03,BIO3836,Biotech Startup,372978-5G,Chloroform - ACS reagent - 5g,chemicals,Sigma-Aldrich,2,279.61,297.2,559.21,0.01,2905.11.00,Germany,True
LS005600,2024-11-23,RES3936,Research Institute,TF2353254,Sorvall LYNX 4000 Superspeed Centrifuge - Research,lab_equipment,Thermo Fisher Scientific,5,40222.14,48957.86,201110.68,393.66999999999996,9027.80.45,USA,True
LS005601,2024-05-14,GOV8038,Government Lab,34860-5G,Methanol - LC-MS - 5g,chemicals,Sigma-Aldrich,1,219.8,274.74,219.8,0.005,2905.11.00,Germany,True
LS005602,2025-07-18,RES4462,Research Institute,T6508-25G,Trifluoroacetic acid - ReagentPlus® - 25g,chemicals,Sigma-Aldrich,2,1070.4,1273.37,2140.8,0.05,2905.11.00,Germany,True
LS005603,2024-07-09,BIO2214,Biotech Startup,271004-5G,Acetonitrile - CHROMASOLV® - 5g,chemicals,Sigma-Aldrich,1,256.07,264.2,256.07,0.005,2905.11.00,Germany,True
LS005604,2025-06-24,BIO2145,Biotech Startup,G8270-25G,Glucose - ACS reagent - 25g,biochemicals,Sigma-Aldrich,25,4805.35,6076.01,120133.68,0.625,3822.00.10,Germany,True
LS005605,2025-01-13,PHA4412,Pharma Enterprise,TF8561404,Sorvall LYNX 4000 Superspeed Centrifuge - Educational,lab_equipment,Thermo Fisher Scientific,25,51598.12,52662.54,1289953.11,2096.225,9027.80.45,USA,True
LS005606,2025-07-04,BIO7331,Biotech Startup,34859-5G,Hexane - HPLC - 5g,chemicals,Sigma-Aldrich,10,202.21,242.75,2022.06,0.05,2905.11.00,Germany,True
LS005607,2025-06-21,PHA1832,Pharma Enterprise,BR3569477,C1000 Touch Thermal Cycler Starter Pack,lab_equipment,Bio-Rad,25,8868.72,8362.2,221717.99,322.0,9027.80.45,USA,True
LS005608,2025-07-31,CRO8155,CRO,TF2230937,Matrix 2D Barcoded Tubes - Research,consumables,Thermo Fisher Scientific,50,186.95,188.58,9347.27,19.25,3926.90.99,USA,True
LS005609,2023-10-16,CRO6819,CRO,BR2823598,Mini-PROTEAN Tetra Cell Bundle,lab_equipment,Bio-Rad,10,882.45,952.3,8824.51,19.5,9027.80.45,USA,True
LS005610,2024-02-27,BIO1947,Biotech Startup,TF8806048,Sorvall LYNX 4000 Superspeed Centrifuge - Clinical,lab_equipment,Thermo Fisher Scientific,25,31637.73,39355.59,790943.35,2426.85,9027.80.45,USA,True
LS005611,2025-03-21,PHA6495,Pharma Enterprise,TF9517775,TipOne Filter Tips 1000µL - Standard,consumables,Thermo Fisher Scientific,25,83.55,83.4,2088.78,15.75,3926.90.99,USA,True
LS005612,2024-11-03,RES4533,Research Institute,34860-1G,Methanol - LC-MS - 1g,chemicals,Sigma-Aldrich,5,56.14,65.41,280.69,0.005,2905.11.00,Germany,True
LS005613,2023-09-06,BIO1745,Biotech Startup,34860-1G,Methanol - LC-MS - 1g,chemicals,Sigma-Aldrich,2,59.48,65.41,118.96,0.002,2905.11.00,Germany,True
LS005614,2025-07-15,ACA4834,Academic,TF9842274,Lipofectamine 3000 Transfection Reagent - Bulk,reagents,Thermo Fisher Scientific,3,365.05,420.82,1095.14,0.513,3822.00.10,USA,True
LS005615,2024-08-22,PHA5987,Pharma Enterprise,BR6504658,Mini-PROTEAN Tetra Cell Educational,lab_equipment,Bio-Rad,25,973.45,903.52,24336.36,42.5,9027.80.45,USA,True
LS005616,2024-04-20,ACA3376,Academic,G5516-25G,Glycerol - Molecular biology - 25g,biochemicals,Sigma-Aldrich,1,6224.25,7168.84,6224.25,0.025,3822.00.10,Germany,True
LS005617,2024-08-07,RES4619,Research Institute,TF2353254,Sorvall LYNX 4000 Superspeed Centrifuge - Research,lab_equipment,Thermo Fisher Scientific,10,37946.48,48957.86,379464.85,787.3399999999999,9027.80.45,USA,True
LS005618,2024-05-14,BIO9345,Biotech Startup,BR2495631,ChemiDoc MP Imaging System Educational,lab_equipment,Bio-Rad,1,36028.57,39583.38,36028.57,25.09,9027.80.45,USA,True
LS005619,2025-02-14,GOV9136,Government Lab,N8129-1G,NADH - Disodium salt - 1g,biochemicals,Sigma-Aldrich,2,651.4,814.26,1302.79,0.002,3822.00.10,Germany,True
LS005620,2025-08-10,RES1558,Research Institute,TF6011376,EVOS M5000 Imaging System - Research,lab_equipment,Thermo Fisher Scientific,2,25741.91,29110.41,51483.82,30.098,9027.80.45,USA,True
LS005621,2025-08-01,PHA1989,Pharma Enterprise,TF2318340,Nunc 96-Well Polystyrene Plates - Clinical,consumables,Thermo Fisher Scientific,10,126.62,123.5,1266.2,1.9900000000000002,3926.90.99,USA,True
LS005622,2024-04-03,GOV3442,Government Lab,278475-1G,Isopropanol - ACS reagent - 1g,chemicals,Sigma-Aldrich,1,29.64,35.92,29.64,0.001,2905.11.00,Germany,True
LS005623,2024-06-11,PHA6938,Pharma Enterprise,TF3812018,MaxQ 4000 Benchtop Orbital Shaker - Educational,lab_equipment,Thermo Fisher Scientific,25,2665.37,2722.37,66634.33,732.85,9027.80.45,USA,True
LS005624,2023-11-26,RES3273,Research Institute,D8418-5G,Dimethyl sulfoxide - BioReagent - 5g,chemicals,Sigma-Aldrich,25,205.22,248.95,5130.39,0.125,2905.11.00,Germany,True
LS005625,2023-10-07,ACA6154,Academic,BR4161080,Mini-PROTEAN Tetra Cell with Gradient,lab_equipment,Bio-Rad,1,843.11,997.81,843.11,1.72,9027.80.45,USA,True
LS005626,2023-08-17,BIO6637,Biotech Startup,TF7398164,Heratherm Advanced Protocol Incubator - Bulk,lab_equipment,Thermo Fisher Scientific,5,8809.55,9808.61,44047.76,369.78499999999997,9027.80.45,USA,True
LS005627,2025-05-08,CRO9498,CRO,BR1960603,Gel Doc EZ Imager,lab_equipment,Bio-Rad,25,12208.39,13405.25,305209.7,212.25,9027.80.45,USA,True
LS005628,2024-11-05,BIO6690,Biotech Startup,T6508-100G,Trifluoroacetic acid - ReagentPlus® - 100g,chemicals,Sigma-Aldrich,2,3480.5,3626.69,6961.01,0.2,2905.11.00,Germany,True
LS005629,2023-12-06,PHA4229,Pharma Enterprise,BR4923505,ChemiDoc MP Imaging System Bundle,lab_equipment,Bio-Rad,25,33012.9,31771.55,825322.43,548.5,9027.80.45,USA,True
LS005630,2024-10-26,BIO1940,Biotech Startup,BR8293758,Criterion TGX Precast Gels Starter Pack,lab_equipment,Bio-Rad,5,83.99,92.35,419.94,0.8500000000000001,9027.80.45,USA,True
LS005631,2024-01-05,CRO6778,CRO,D8418-5G,Dimethyl sulfoxide - BioReagent - 5g,chemicals,Sigma-Aldrich,50,248.32,248.95,12415.8,0.25,2905.11.00,Germany,True
LS005632,2025-06-16,GOV7030,Government Lab,BR4923505,ChemiDoc MP Imaging System Bundle,lab_equipment,Bio-Rad,1,25425.86,31771.55,25425.86,21.94,9027.80.45,USA,True
LS005633,2025-05-18,ACA8180,Academic,TF7018782,Lipofectamine 3000 Transfection Reagent - Educational,reagents,Thermo Fisher Scientific,1,404.3,495.2,404.3,0.248,3822.00.10,USA,True
LS005634,2025-02-03,PHA4530,Pharma Enterprise,BR9916773,T100 Thermal Cycler Educational,lab_equipment,Bio-Rad,10,7415.76,6559.08,74157.59,114.60000000000001,9027.80.45,USA,True
LS005635,2025-06-02,PHA3600,Pharma Enterprise,TF8561404,Sorvall LYNX 4000 Superspeed Centrifuge - Educational,lab_equipment,Thermo Fisher Scientific,50,53183.65,52662.54,2659182.49,4192.45,9027.80.45,USA,True
LS005636,2024-01-01,PHA1541,Pharma Enterprise,T1503-5G,Tris base - ACS reagent - 5g,reagents,Sigma-Aldrich,25,851.37,816.58,21284.34,0.125,3822.00.10,Germany,True
LS005637,2025-07-27,CRO2914,CRO,TF6337313,SuperScript IV Reverse Transcriptase - Clinical,reagents,Thermo Fisher Scientific,25,359.74,367.25,8993.49,2.65,3822.00.10,USA,True
LS005638,2025-07-02,CRO6769,CRO,TF8561404,Sorvall LYNX 4000 Superspeed Centrifuge - Educational,lab_equipment,Thermo Fisher Scientific,10,50032.32,52662.54,500323.21,838.49,9027.80.45,USA,True
LS005639,2025-01-22,RES3782,Research Institute,BR2495631,ChemiDoc MP Imaging System Educational,lab_equipment,Bio-Rad,1,33345.9,39583.38,33345.9,25.09,9027.80.45,USA,True
LS005640,2025-02-06,RES6261,Research Institute,TF8426393,Matrix 2D Barcoded Tubes - Bulk,consumables,Thermo Fisher Scientific,5,155.21,171.53,776.03,1.48,3926.90.99,USA,True
LS005641,2025-05-31,PHA6083,Pharma Enterprise,TF5847784,Alexa Fluor 488 NHS Ester - Clinical,reagents,Thermo Fisher Scientific,25,517.27,529.43,12931.85,0.27499999999999997,3822.00.10,USA,True
LS005642,2023-11-14,RES9287,Research Institute,A3311-1G,BSA - Fraction V - 1g,reagents,Sigma-Aldrich,1,91.26,107.19,91.26,0.001,3822.00.10,Germany,True
LS005643,2023-11-23,GOV5705,Government Lab,P9416-25G,Tween 20 - BioReagent - 25g,reagents,Sigma-Aldrich,2,1971.78,2429.71,3943.57,0.05,3822.00.10,Germany,True
LS005644,2025-02-04,CRO4070,CRO,TF1332121,Lipofectamine 3000 Transfection Reagent - Educational,reagents,Thermo Fisher Scientific,25,447.17,503.23,11179.23,5.3,3822.00.10,USA,True
LS005645,2024-06-07,CRO1975,CRO,EP643296,Research plus Pipette 100-1000 µL - Standard,lab_equipment,Eppendorf,25,255.62,285.0,6390.48,2.5,9027.80.45,Germany,True
LS005646,2024-01-04,CRO8763,CRO,EP298535,Research plus Pipette 2-20 µL - Standard,lab_equipment,Eppendorf,5,295.82,285.0,1479.1,0.5,9027.80.45,Germany,True
LS005647,2025-03-24,CRO2114,CRO,TF8583113,TipOne Filter Tips 1000µL - Research,consumables,Thermo Fisher Scientific,10,103.15,100.61,1031.5,4.779999999999999,3926.90.99,USA,True
LS005648,2024-06-30,ACA7134,Academic,TF3010566,Matrix 2D Barcoded Tubes - Clinical,consumables,Thermo Fisher Scientific,1,201.06,228.74,201.06,0.342,3926.90.99,USA,True
LS005649,2025-06-13,ACA6221,Academic,TF4141212,Nunc 96-Well Polystyrene Plates - Educational,consumables,Thermo Fisher Scientific,1,97.65,114.87,97.65,0.239,3926.90.99,USA,True
LS005650,2025-05-25,GOV6031,Government Lab,34860-1G,Methanol - LC-MS - 1g,chemicals,Sigma-Aldrich,3,51.71,65.41,155.13,0.003,2905.11.00,Germany,True
LS005651,2023-11-08,CRO5419,CRO,D0632-25G,DTT - BioReagent - 25g,reagents,Sigma-Aldrich,50,2605.36,2793.99,130268.25,1.25,3822.00.10,Germany,True
LS005652,2025-01-08,ACA6845,Academic,U5378-100G,Urea - BioXtra - 100g,biochemicals,Sigma-Aldrich,1,18706.02,20971.04,18706.02,0.1,3822.00.10,Germany,True
LS005653,2025-06-03,CRO6917,CRO,TF8518456,Pierce BCA Protein Assay Kit - Clinical,reagents,Thermo Fisher Scientific,25,302.28,336.36,7557.01,12.2,3822.00.10,USA,True
LS005654,2024-11-29,CRO9075,CRO,EP255105,Research plus Pipette 0.5-10 µL - Standard,lab_equipment,Eppendorf,25,284.06,285.0,7101.59,2.5,9027.80.45,Germany,True
